text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,is_retweet,is_quote_status
"**RECALL ALERT**
 Performance Plus capsules may pose serious health risks, such as heart attack and stroke. Health Canada laboratory testing found that it contains a prescription drug (sildenafil) that is not listed on the product label. https://t.co/WUvJr6Wi9E",en,"Calgary, Alberta",,,,OasisMountain,Tue Feb 11 21:27:01 +0000 2020,0,0,0,1,FALSE
"**RECALL ALERT**
 Performance Plus capsules may pose serious health risks, such as heart attack and stroke. Health Canada laboratory testing found that it contains a prescription drug (sildenafil) that is not listed on the product label. https://t.co/WUvJr6Wi9E",en,Canada,,,,cbcmarketplace,Tue Feb 11 21:26:36 +0000 2020,1,0,13,0,FALSE
Men who took erectile-dysfunction drug had blue-tinted vision for days. https://t.co/GNuKevMmrM https://t.co/GA5oXyiqcm https://t.co/gMtRQrchKT,en,Canada,,,,4PawShop,Mon Feb 10 11:10:32 +0000 2020,0,0,0,1,FALSE
"A new case series tells the tale of a dozen men who took sildenafil (generic Viagra) for the first time. All came to the World Eye Hospital in Adana, Turkey, complaining of having ""very intensely blue-colored vision with red-green color blindness."" https://t.co/IfXvjJDYUS",en,"London, ON",,,,lfay_lorraine,Sat Feb 08 12:01:29 +0000 2020,0,0,0,1,FALSE
Men who took erectile-dysfunction drug had blue-tinted vision for days. https://t.co/GNuKevMmrM https://t.co/GA5oXyiqcm https://t.co/gMtRQrchKT,en,Canada,,,,4PawShop,Fri Feb 07 17:09:05 +0000 2020,0,0,1,0,FALSE
Visual disturbances in sildenafil users - https://t.co/rgGlW0Lo1R,en,"Toronto, Canada",,,,TrainItRight,Fri Feb 07 13:13:16 +0000 2020,0,0,0,0,FALSE
"A new case series tells the tale of a dozen men who took sildenafil (generic Viagra) for the first time. All came to the World Eye Hospital in Adana, Turkey, complaining of having ""very intensely blue-colored vision with red-green color blindness."" https://t.co/7Mr5EbLPE7",en,"Toronto, Ontario",,,,collette_brown,Fri Feb 07 12:29:58 +0000 2020,0,0,0,1,FALSE
"""El uso concomitante de #sildenafil (viagra) y nitratos, está contraindicado. Luego por eso las historias de 👴🏻👴🏻👴🏻 que encuentran ☠ en el jacuzzi""
Yo dando mi clase de Farma. 
Así ya es imposible que se les olvide 
😂😂😂
#Medicina https://t.co/Fusj1O4zZ0",es,"Winnipeg, Manitoba",,,,DrJonnys,Sun Feb 02 19:07:46 +0000 2020,0,0,0,1,FALSE
"So to recap:
(1) SIPE is relatively common (~2% in triathletes)
(2) SIPE is due to increases in PA pressure after patients become submerged in (particularly cold) water
(3) Sildenafil may⬇️risk of SIPE. RCT ongoing.

Thanks for joining in on my inaugural Tweetorial!",en,"Edmonton, Alberta",,,,RAVAnow,Wed Jan 29 13:24:01 +0000 2020,0,0,0,1,FALSE
"@ErinMichos @JHUWelchCenter @JAHA_AHA Oh dear, time to ease up on the sildenafil ....",en,"Campbellville, Ontario",,,,CliffDominy,Wed Jan 15 16:32:06 +0000 2020,0,0,0,0,FALSE
"It turns out that it is impossible to give a presentation about sildenafil without inadvertently making double entendres. 

Likewise, it appears to be impossible for ostensibly adult professionals to refrain from giggling.",en,"Ottawa, Ontario",,,,Bill_Gardner,Wed Jan 08 18:25:03 +0000 2020,0,0,0,0,FALSE
@TerryGlavin Sildenafil for mongers and arm chair warriors.,en,"Vancouver,B.C.",,,,kenpaquette,Sat Jan 04 16:32:44 +0000 2020,0,0,0,0,FALSE
"@DGlaucomflecken Embarrassing...too much information...sildenafil/vardenafil (Viagra/Levita) can cause cyanopsia (blue/purple vision), muscle pains and back pains, flushing or cold sweats. By 3 day duration, I'd guess Levitra. 🤭
#ToxRocks #FOAMtox",en,Montreal,,,,jmpilon,Sat Jan 04 14:00:30 +0000 2020,0,0,0,1,FALSE
VAD gurus what is your practice with sildenafil post VAD - particularly in someone with PH as BTT with reasonable RV function? @JeffTeuteberg @AndrewJSauer @JacobNiall @shelleyhallmd @Abraham_Jacob @KevinShahMD @WilcoxHeart @Mosaad,en,"Winnipeg, Manitoba",,,,ShelleyZieroth,Mon Dec 23 17:59:23 +0000 2019,0,0,0,1,FALSE
VAD gurus what is your practice with sildenafil post VAD - particularly in someone with PH as BTT with reasonable RV function? @JeffTeuteberg @AndrewJSauer @JacobNiall @shelleyhallmd @Abraham_Jacob @KevinShahMD @WilcoxHeart @Mosaad,en,"Toronto, Ontario",,,,YasMoayedi,Sat Dec 21 19:37:13 +0000 2019,3,11,4,0,FALSE
"Med Man Issues Voluntary Nationwide Recall of Up2 Due to Presence of Undeclared Sildenafil
https://t.co/VvDht4MYce",en,"Montréal, Québec",,,,tw_labofine,Fri Dec 13 19:05:21 +0000 2019,0,0,0,0,FALSE
"Something different: Sildenafil under the #microscope...
YES, that stuff
#colors #crystals #chemistry #medicine #science #art https://t.co/2r00pqPGvB",en,"Vancouver, Canada",,,,IR_AMauntie,Fri Dec 13 01:07:11 +0000 2019,0,0,0,1,FALSE
$DARE Daré Bioscience Announces Alignment with the FDA on Phase 2b Study Design and Novel Primary Endpoint PRO  https://t.co/9BNe7vYors,en,"Winnipeg, Manitoba",,,,otcdynamics,Wed Dec 11 13:37:50 +0000 2019,0,0,0,0,FALSE
"Ex 23 weeker’s mom:
Said yes to artificial surfactant, ETT, oscillator, jet, PPV, PICC, TPN/lipids, sildenafil/lasix/caffeine, VP shunt, feeding tube, PRBC and PLT, Na boluses, etc. 4 months later says no to vaccines because they “aren’t natural”",en,"Ottawa , Canada",,,,rocket1414,Sun Dec 08 00:06:56 +0000 2019,0,0,0,1,FALSE
"Ex 23 weeker’s mom:
Said yes to artificial surfactant, ETT, oscillator, jet, PPV, PICC, TPN/lipids, sildenafil/lasix/caffeine, VP shunt, feeding tube, PRBC and PLT, Na boluses, etc. 4 months later says no to vaccines because they “aren’t natural”",en,"Lethbridge, Alberta",,,,S_Medvid,Sat Dec 07 19:47:37 +0000 2019,0,0,0,1,FALSE
"Ex 23 weeker’s mom:
Said yes to artificial surfactant, ETT, oscillator, jet, PPV, PICC, TPN/lipids, sildenafil/lasix/caffeine, VP shunt, feeding tube, PRBC and PLT, Na boluses, etc. 4 months later says no to vaccines because they “aren’t natural”",en,Vancouver,,,,DrMoiraStilwell,Sat Dec 07 15:48:43 +0000 2019,0,0,0,1,FALSE
"Ex 23 weeker’s mom:
Said yes to artificial surfactant, ETT, oscillator, jet, PPV, PICC, TPN/lipids, sildenafil/lasix/caffeine, VP shunt, feeding tube, PRBC and PLT, Na boluses, etc. 4 months later says no to vaccines because they “aren’t natural”",en,Canada,,,,hinz_tamara,Sat Dec 07 15:29:22 +0000 2019,0,0,0,1,FALSE
"Ex 23 weeker’s mom:
Said yes to artificial surfactant, ETT, oscillator, jet, PPV, PICC, TPN/lipids, sildenafil/lasix/caffeine, VP shunt, feeding tube, PRBC and PLT, Na boluses, etc. 4 months later says no to vaccines because they “aren’t natural”",en,"Burlington, Ontario",,,,melsm57,Sat Dec 07 03:08:49 +0000 2019,0,0,0,1,FALSE
The rate at which Sildenafil tablets sells ehn.,en,Nigeria,,,,okeyung_cash,Wed Dec 04 11:52:18 +0000 2019,0,2,1,0,FALSE
"| In the child with pulmonary hypertension, does treatment with enteral sildenafil compared with a slow wean from nitric oxide alone prevent rebound pulmonary hypertension and allow for discontinuation of nitric oxide? 

https://t.co/MJOh50m6xm

#PedsICU",en,United Arab Emirates,,,,PICU_UAE,Fri Nov 29 23:19:39 +0000 2019,0,0,0,0,FALSE
"Today's #cardiology lecture features an explanation of why you should keep #Viagra away from your dog. And no, the outcome isn't 'too many puppies'; it may be 'one less puppy' if you don't pay attention. Because @OntVetCollege #WeSavePuppies. https://t.co/UF5mwC7DN4",en,Hamilton,,,,glenpyle,Fri Nov 29 17:28:56 +0000 2019,0,0,0,0,FALSE
Viagra professional générique 100 mg - Buy viagra professional uk - Generic viagra professional (sildenafil) 100mg - Laughlin Entertainer https://t.co/gC1lijADKk,ca,"Oakville , ON, Canada",,,,maxipestcontrol,Fri Nov 29 09:20:33 +0000 2019,0,0,0,0,FALSE
"data on PK and safety of intravenous sildenafil in diaphragmatic hernia neonates, either or not on ECMO. Useful information for the clinical management and crucial for the CODINOS study. https://t.co/NOjOF0vBht.",en,"Winnipeg, Manitoba",,,,PharmaLauren,Wed Nov 20 02:12:39 +0000 2019,0,0,0,1,FALSE
"""Biz simdi bu 120 kadinla manidar bir seyler bulduk ama tartisamadik bunun anlamini. Literature bakmaya da cok usendik. Alin yaziverin birkac tablet sildenafil. Ok, bye!!"" https://t.co/YGojWRiHKS",tr,Antalya/Montreal,,,,koseozlem,Thu Nov 14 03:41:52 +0000 2019,0,0,0,0,FALSE
Med Man Issues Voluntary Nationwide Recall of Up2 Due to Presence of Undeclared Sildenafil https://t.co/iftvxSWqHB https://t.co/wEHHb8sTaP,en,"Oakville, Ontario",,,,warlockthunder1,Tue Nov 12 15:12:04 +0000 2019,0,0,0,1,FALSE
"@SarcasmRulz1 Against the advice of the cardiologist who says do nothing, she is on pimobendan, furosemide &amp; sildenafil: in addition to her ursodiol, Previcox, thyroid supplement, cerenia. I have stopped her metronidazole, denamarin, gabapentin &amp; budesonide for now. Plus overdue for heartworm.",en,"Oshawa, Ontario, Canada",,,,Marina935home,Mon Nov 04 03:42:16 +0000 2019,0,0,0,1,FALSE
"@OverDrive1050 The sildenafil compound was originally developed by Pfizer for the treatment of hypertension and angina pectoris. During the heart clinical trials, researchers discovered that the drug was more effective at inducing erections than treating angina.",en,Vancouver  Canada,,,,G72Rant,Mon Oct 28 20:46:21 +0000 2019,0,0,0,0,FALSE
@OverDrive1050  Google... The sildenafil compound was originally developed by Pfizer for the treatment of hypertension (high blood pressure) and angina pectoris (chest pain due to heart disease). Researchers discovered that the drug was more effective at inducing erections.,en,Toronto - Winnipeg,,,,patwrightband,Mon Oct 28 20:44:48 +0000 2019,0,0,0,0,FALSE
@jamiemclennan29 Viagra The sildenafil compound was originally developed by Pfizer for the treatment of hypertension (high blood pressure) and angina pectoris (chest pain due to heart disease).,en,Canada,,,,BB__6_,Mon Oct 28 20:39:34 +0000 2019,0,0,0,0,FALSE
@overdrive1050 The sildenafil compound was originallydeveloped by Pfizer for the treatment of hypertension (high blood pressure) and angina pectoris (chest pain due to heart disease).,en,Burlington Ontario,,,,Tuxave,Mon Oct 28 20:38:24 +0000 2019,1,0,0,0,FALSE
@jamiemclennan29 viagara was originally created as a treatment for hypertension called sildenafil,en,Ottawa,,,,Capital_Rob,Mon Oct 28 20:38:09 +0000 2019,0,0,0,0,FALSE
"Lung fibrosis to Peyronie’s disease, @scellek making the case for sildenafil and tamoxifen being the ideal cocktail for preventing fibrosis leading to ED #SMSNA2019 #SMSNA19 @jsexmed https://t.co/HPb1PQz6IO",en,"Toronto, Ontario",,,,DrJohnAquino,Thu Oct 24 15:24:33 +0000 2019,0,0,0,1,FALSE
Emilie Hitzerd shows sildenafil crosses human placenta &amp; more in PE but doesn’t increase vasodilation in PE chorionic plate vessels Effects not thru NO &amp; PDE5 Not effective in STRIDER trial to ⬇️ IUGR #DOHaD2019 @DOHaD2019 @RobsInstitute @UniofAdelaide https://t.co/MHEPoVleiY,en,"Alberta, Canada",,,,EvilOverlordAmy,Wed Oct 23 02:04:05 +0000 2019,0,0,0,1,FALSE
What's worse is that Double Diamond has been recalled by HC because it contains ingredient sildenafil which is know to work! 🤪 https://t.co/DGzgNm6VqQ,en,"Toronto, Ontario",,,,FredinToronto,Mon Oct 21 21:53:02 +0000 2019,0,0,0,0,TRUE
"#TIL in 2013, the active ingredient in @pfizer's Viagra, sildenafil, was tested for its efficacy in removing menstrual cramps. The initial test had extraordinary results, though with a low initial pool (25 uterus-owners) https://t.co/yKlFfCLITz /1",en,"Victoria, BC",,,,atypicalstitch,Sun Oct 20 18:36:51 +0000 2019,0,1,0,0,FALSE
🚨🚨Shocking!! Intrapartum use of sildenafil reduces fetal distress by 62% and an additional 56% reduction of CS for fetal distress. Results of a RCT presented today as a Top Abstract at #ISUOG2019 @ISUOG https://t.co/XRAuasF6ON,en,"Toronto, Ontario",,,,BoggildLab,Sun Oct 13 18:23:47 +0000 2019,0,0,0,1,FALSE
Mi parte favorita de las reuniones de ISUOG. Reconocimiento a los mejores trabajos de investigacion en Medicina materna y fetal: Estudio Randomizado Controlado para el uso de Sildenafil para reducir sufrimiento fetal intraparto. EXTRAORDINARIO! 👏👏 #ISUOG2019 @ISUOG https://t.co/ebDSOPQQ2x,es,"Toronto, Ontario",,,,StephenLap,Sun Oct 13 17:45:18 +0000 2019,0,0,0,1,FALSE
🚨🚨Shocking!! Intrapartum use of sildenafil reduces fetal distress by 62% and an additional 56% reduction of CS for fetal distress. Results of a RCT presented today as a Top Abstract at #ISUOG2019 @ISUOG https://t.co/XRAuasF6ON,en,"Toronto, Ontario",,,,StephenLap,Sun Oct 13 17:44:48 +0000 2019,0,0,0,1,FALSE
"en yoğun sahtekarlik yağ ve süt ürünlerinde. listedeki cinsel performans imalı enerji içeceklerinin ve çikolataların tamamında ereksiyon ilacı etken maddesi sildenafil var. haberde listenin tamamı var, hızla bakmaya değer... https://t.co/dTi9T7OYE6",tr,"Toronto, Ontario",,,,nilgunkalp,Sun Oct 13 10:08:31 +0000 2019,0,0,0,1,TRUE
"Tarım Bakanlığı yasaklı madde içeren gıdalar listesi yayınlamış yeni. Özellikle içecekler şok etti beni, birçok içecekte Viagra'nın etken maddesi ""sildenafil"" var. Bu kadar rahat kullandıklarına göre demek pek yaptırım yok. https://t.co/EYBnkTzt69",tr,"Potato River 156A, Saskatchewa",,,,patatesan,Sat Oct 12 14:00:51 +0000 2019,0,0,0,1,FALSE
"Tarım Bakanlığı yasaklı madde içeren gıdalar listesi yayınlamış yeni. Özellikle içecekler şok etti beni, birçok içecekte Viagra'nın etken maddesi ""sildenafil"" var. Bu kadar rahat kullandıklarına göre demek pek yaptırım yok. https://t.co/EYBnkTzt69",tr,"Ottawa, Ontario",,,,mutlu_fth,Sat Oct 12 11:03:29 +0000 2019,0,0,0,1,FALSE
Impressive list on ongoing translational trials from Rebecca Auer to suppress metastasis in the perioperative period... would you guess Sildenafil or influenza vaccine ??? 😳 exiting stuff ⁦@ESSOnews⁩ #esso39 https://t.co/6dvqwSxn7k,en,"Sherbrooke, Québec",,,,Tai_ImmunoLab,Thu Oct 10 10:33:27 +0000 2019,0,0,0,1,FALSE
Impressive list on ongoing translational trials from Rebecca Auer to suppress metastasis in the perioperative period... would you guess Sildenafil or influenza vaccine ??? 😳 exiting stuff ⁦@ESSOnews⁩ #esso39 https://t.co/6dvqwSxn7k,en,"Ottawa, Ontario, Canada",,,,auer_r,Thu Oct 10 07:52:49 +0000 2019,0,0,0,1,FALSE
@DaleyDDD Sildenafil is the generic name for viagra i believe,en,"Toronto, Ontario",,,,johntheironsmit,Thu Oct 03 21:03:04 +0000 2019,0,1,0,0,FALSE
"حسبي الله ونعم الوكيل في كل من يتاجر بصحة الناس
من الخاص شخص اخذ عسل ملكي اشتراه من النت جاته اعراض صداع وغثيان وحرقان وسبق لنا ان حللناه عدة مرات وثبت احتواءه على 

sildenafil مادة الفياجرا
Tadalafil مادة السياليس

يعني لا عسل طبيعي ولا شي 
والمشكلة انها اكيد منتهية الصلاحية https://t.co/myhI7As0Kt",ar,Canada,,,,aaljifri171,Sun Sep 22 05:05:17 +0000 2019,0,0,0,1,FALSE
"@SteveUBC Maybe it will be as extensive as Canadians can afford ... there would likely be compromises ... such as generic metformin vs. Januvia. 
Will medical cannabis be included? Sildenafil citrate? Estrogen replacement?",en,"Toronto, Canada",,,,Chris_Bell_TO,Sat Sep 21 17:43:46 +0000 2019,0,0,0,0,FALSE
Looking for more information generic Viagra? Find 6 of the most frequently asked questions about generic Viagra by simply clicking the link here:  https://t.co/AgnPqHUvmk #viagra #sildenafil #pharmacy https://t.co/m7yNt6CrC1,en,Canada,,,,PriceProMeds,Wed Sep 18 01:53:57 +0000 2019,0,0,0,0,FALSE
"34 y female w SLE and known severe pulmonary hypertension on sildenafil. It is amaizing that she came walking. Only complaint is 1 month w increasing fatigue and SOB. Exam, no peripheral edema, lungs clear, neck veins not obviously distended. Should I give Lasix?  #POCUS #IVC https://t.co/tDbeLnKHjp",en,"Ottawa, Ontario",,,,gewharmby,Thu Sep 12 13:12:22 +0000 2019,0,0,0,1,FALSE
"Boyle also testified “impotence” made it difficult to keep up with Coleman’s sexual advances, so he was prescribed Sildenafil (Viagra)",en,"Ottawa, Ontario",,,,KGallagherCTV,Wed Sep 04 18:57:09 +0000 2019,0,1,0,0,FALSE
Erectile dysfunction (ED) is a common problem plaguing many adults in society today. The problem can be often caused https://t.co/oFfdr2jPFf,en,Edmonton,,,,yegfitness,Sun Sep 01 09:16:23 +0000 2019,0,1,0,0,FALSE
"Just counseled pt on his sildenafil: 

Me: any questions about it? 

Pt: nope, gonna take one as soon as I get home 

Me: a simple ‘no’ would be good",en,"Charlottetown, PEI.",,,,karlgrutzner,Sun Sep 01 01:20:45 +0000 2019,0,0,0,1,FALSE
Kami dari Komunitas Pasien Hipertensi Paru saat ini sedang mendorong agar Sildenafil (salah satu obat Hipertensi Paru) dpt masuk ecatalog sehingga dapat dicover oleh BPJS.Mohon perkenan dapat membantu kami menandatangani petisi di link https://t.co/L2bjCpIJMQ . Terima kasih,in,Indonesia,,,,oloysthea,Fri Aug 30 02:43:45 +0000 2019,0,0,0,1,FALSE
Kami dari Komunitas Pasien Hipertensi Paru saat ini sedang mendorong agar Sildenafil (salah satu obat Hipertensi Paru) dpt masuk ecatalog sehingga dapat dicover oleh BPJS.Mohon perkenan dapat membantu kami menandatangani petisi di link https://t.co/L2bjCpIJMQ . Terima kasih,in,"Kota Serang, Banten",,,,AbangMFieryanto,Sat Aug 24 17:29:08 +0000 2019,0,0,0,1,FALSE
Kami dari Komunitas Pasien Hipertensi Paru saat ini sedang mendorong agar Sildenafil (salah satu obat Hipertensi Paru) dpt masuk ecatalog sehingga dapat dicover oleh BPJS.Mohon perkenan dapat membantu kami menandatangani petisi di link https://t.co/L2bjCpIJMQ . Terima kasih,in,rock bottom ,,,,xyzjemi,Sat Aug 24 07:01:07 +0000 2019,0,0,0,1,FALSE
"Dear @VijayGoelBJP, as a physician, I have 2 suggestions for a senior citizen like you.
1. Sildenafil, better known as Viagra, is much cheaper than flexboards.
2. Erectile Dysfunction is a personal problem. It is not recommended that one advertises it openly. Society is cruel. https://t.co/Xy9LbZCxbR",en,"Ontario, Canada",,,,bedisahibsingh,Tue Aug 13 22:23:43 +0000 2019,0,0,0,1,TRUE
@POhukainen No need for sildenafil in that population https://t.co/7JElMdVWNx,en,"Campbellville, Ontario",,,,CliffDominy,Fri Aug 09 01:26:52 +0000 2019,0,0,0,0,FALSE
"Disponible en nuestra sucursal de Sanare, Edo. Lara:

✔️  SILDENAFIL TAB 50 MG X 1 💊💊💊

@ServicioPubliVE @sebuscasedona @TuiteoBarqto @BuscandoMedicin  @ReporteYa @DenunciasSanare  #Medicina #Sanare #Superfarma #08Ago",es,"Windsor, Ontario, Canada",,,,Corsarionegro5,Thu Aug 08 20:21:08 +0000 2019,0,0,0,1,FALSE
"Dr Moon and team at Duke University School of Medicine explore the possibility of using sildenafil, aka Viagra, to prevent swimming-induced pulmonary oedema (SIPE).

#ImmersionPulmonaryEdema #triathlon
#triathlete #ImmersionPulmonaryOedema
#Scubadiving
https://t.co/po9qv3GiOt",en,India,,,,BartSimpsond,Wed Jul 31 21:22:38 +0000 2019,0,0,0,1,FALSE
"@TheRealFRZA @1236 Sildenafil is Viagra. So it would seem they took a prescription drug and put it in an over the counter product. That's not a crime, that's innovation! And also a crime I guess.",en,"Ottawa, Ontario, Canada",,,,LordJuiblex,Fri Jul 26 17:42:09 +0000 2019,0,1,0,0,FALSE
"Dr Richard Moon and team explore the possibility of using #sildenafil (#Viagra) to prevent swimming-induced pulmonary oedema. 

#ImmersionPulmonaryEdema #triathlon
#triathlete 
#Swimminginducedpulmonaryedema
#Swimminginducedpulmonaryoedema
#Scubadiving

https://t.co/GbouBzpJXu",en,"Vancouver, BC",,,,YuliyaInopinaPR,Thu Jul 25 15:39:11 +0000 2019,0,0,0,1,FALSE
"Dr Moon and team at Duke University School of Medicine explore the possibility of using sildenafil, aka Viagra, to prevent swimming-induced pulmonary oedema (SIPE).

#ImmersionPulmonaryEdema #triathlon
#triathlete #ImmersionPulmonaryOedema
#Scubadiving
https://t.co/po9qv3GiOt",en,India,,,,BartSimpsond,Wed Jul 24 08:23:06 +0000 2019,0,0,0,1,FALSE
"Favor RT 
#Guayaquil
Paulette (11 meses, hipertension pulmonar, cardiopatía e hidronefrosis renal) necesita #URGENTE donaciones de:
-Leche S26 sin lactosa
-pastillas Sildenafil 50mg 
-Aero om gotas 
-Pediasure (no chocolate) 
-Pañales talla M
-Pañitos húmedos
📞 0959070944   mamá https://t.co/SMN20DADD8",es,"Saint-Laurent, Montréal",,,,mfastudillo001,Mon Jul 08 12:38:01 +0000 2019,0,0,0,1,FALSE
"Promising Maternal and Fetal Therapeutic Outcomes from Sildenafil and Dalteparin Treatments in a Murine Pregnancy Loss Model ⁦@MCEC⁩ #isth2019 this afternoon, room 106",en,Canada,,,,MahaOthman8,Mon Jul 08 04:47:17 +0000 2019,1,0,1,0,FALSE
"@IAmDrIbrahim I'm in: in no particular order:
1. Milrinone
2. Sacubitril/valsartan
3. SGLT2i du jour
4. Ivabradine
5. Sildenafil....post vad",et,"Winnipeg, Manitoba",,,,ShelleyZieroth,Thu Jul 04 03:01:42 +0000 2019,0,3,0,0,FALSE
? https://t.co/H37EdGCrZP ?? Trusted Tablets Vigora ? Vigora� sildenafil citrate tablet   German Remedies Private Ltd.. Brand name from the manufacturer of medical products - Vigora� #trustedtablets https://t.co/s3FHg4YAsz,en,"Burnaby, British Columbia",,,,Brandonaqa,Mon Jul 01 00:35:53 +0000 2019,0,0,0,0,FALSE
"Dear sexually active men, Do you know that Sildenafil is taken 30 to 45mins before the activity, and best absorbed on an empty stomach?? 

Please always ask your pharmacist questions about the drug you are about to take and the possible side effects.",en,YWG,,,,folamanboy,Wed Jun 26 13:31:45 +0000 2019,0,0,0,1,FALSE
"Today is Petunia’s re-check appointment and we are hoping for some good news! 🤞 She’s been on megaesophagus protocol for 3 weeks now (sildenafil, purrito time) and she has been doing amazingly well - no regurgitations in 2 weeks. Today they’ll do a c… https://t.co/c9rqF3T9Lj https://t.co/82YHVXExZt",en,Canada,,,,mandyb7,Tue Jun 25 00:41:58 +0000 2019,0,0,0,1,FALSE
"Check out this episode of @sickboypodcast about LVAD patient Adam Delorey: https://t.co/aUHHvuQTCe. He takes sildenafil as RV inotropic agent, but described it as ""bacon on a burger"". #heartfailure #LVAD #cardiotwitter",en,"Chilliwack, British Columbia",,,,ArdenBarry,Wed Jun 12 15:22:53 +0000 2019,0,0,0,0,FALSE
"Test Result: June 9

City: Vancouver

Substance sold as: Viagra (sildenafil citrate)

Result: approx 5% sildenafil citrate. 95% Cellulose

Notes: Very low level of sildenafil citrate mixed into neutral cellulose base.",en,"880 E Hastings, Vancouver, BC",,,,GYDTcanada,Mon Jun 10 05:53:20 +0000 2019,0,0,0,0,FALSE
@radiants0l @ThirdTimePlucky @frec4medic @foxyforecaster @Caulimovirus @sk1897 @geekpharm Sildenafil citrate 50mg PO q4h PRN priapism,in,Vancouver,,,,tylerblack32,Fri May 31 21:43:42 +0000 2019,0,1,0,0,FALSE
@geekpharm Sildenafil citrate 50mg q4h PRN priapism,in,Vancouver,,,,tylerblack32,Fri May 31 21:43:11 +0000 2019,0,0,0,0,FALSE
"RT @VigorousSol: #HeartHealth and #Sildenafil
#VigorousSolutions #MensHealth #ErectileDysfunction #DrugDevelopment https://t.co/W9yJO54Chy",und,"Cambridge, Ontario",,,,MichellePandey,Tue May 28 09:37:20 +0000 2019,0,0,0,0,TRUE
"RT @VigorousSol: Vigorous Solutions, pioneers in ED treatment, is the first developer of rapidly absorbed #Sildenafil solution therapy products, primarily used for the treatment of Erectile Dysfunction &amp; Pulmonary Hypertension.
#erectiledysfunction #menshealth #ED #VigorousS…",en,"Cambridge, Ontario",,,,MichellePandey,Tue May 28 09:37:19 +0000 2019,0,0,0,0,FALSE
"@leozuckermann @lopezobrador_ El sildenafil  se utiliza en los Hospitales pediatricos, tambien el Botox y los derivados de la marihuana. Andas fallo mi Leo https://t.co/jtovvUmVVN",es,"Dieppe, New Brunswick",,,,mauperro,Tue May 28 01:04:06 +0000 2019,0,0,3,0,FALSE
"A betweeded film devotee is found quite stiff following a sildenafil overdose. Suspicion falls on Newton Magna’s most notorious, right-wing troll, angry that watered down beer might threaten to reveal that the postman’s visits to housewives are more about male intimacy than... https://t.co/wuDpYUmKmj",en,Vancouver BC.,,,,Elnath1984,Thu May 09 16:12:33 +0000 2019,0,0,0,1,FALSE
"STIFF BOY LLC. Issues Voluntary Nationwide Recall of THE BEAST Capsules Due to Presence of Undeclared Sildenafil
https://t.co/I2uM3Zu4fh",en,"Montréal, Québec",,,,tw_labofine,Wed May 08 23:09:05 +0000 2019,0,0,0,0,FALSE
"D.B.P. Distribution Issues Voluntary Nationwide Recall of Titanium 4000 Due to Presence of Undeclared Sildenafil and Tadalafil
https://t.co/u6UyZGi0hc",en,"Montréal, Québec",,,,tw_labofine,Wed May 08 23:09:01 +0000 2019,0,0,0,0,FALSE
"STIFF BOY LLC. Issues Voluntary Nationwide Recall of THE BEAST Capsules Due to Presence of Undeclared Sildenafil

https://t.co/e2sacPTUZ3",en,,,,,Rappin4Safety,Wed May 08 04:24:57 +0000 2019,0,0,0,1,FALSE
Sildenafil was the correct and most popular answer choice. #ophthalmology #cyanopsia https://t.co/2WFvxPhcH9 https://t.co/U0tFVJZvHg,en,Canada,,,,RamiAboShasha,Wed May 08 00:24:40 +0000 2019,0,0,0,0,FALSE
"@ikaveri My #HRHBetty is on Sildenafil, commonly known as Viagra. To control her vascular hypertension. Also used in humans for the same condition, dosage different than for the other upstanding issues 🤣",en,Canada,Canada,CA,"[[[-79.810142, 43.373074], [-79.810142, 43.737414], [-79.422004, 43.737414], [-79.422004, 43.373074]]]",BasuAshis,Wed May 01 11:45:51 +0000 2019,0,1,0,0,FALSE
@DrLeslea I thought you were talking about PDE5. 🤔VIAGRA (sildenafil citrate) is a cGMP-specific phosphodiesterase type 5 (PDE5) inhibitor,en,Toronto Canada,,,,gerrybuddy,Wed May 01 01:16:37 +0000 2019,0,0,0,0,FALSE
"SD Import Issues Voluntary Nationwide Recall of Aphrodisiac Capsules Due to Presence of Undeclared Sildenafil
https://t.co/UK4eK4esoG",en,"Montréal, Québec",,,,tw_labofine,Sat Apr 27 02:41:25 +0000 2019,0,0,0,0,FALSE
Retinal Toxicity Associated With Excessive Sildenafil Ingestion. | Clinical Pharmacy and Pharmacology | JAMA Ophthalmology | JAMA Network https://t.co/U6edbKqzEp,en,"Saint-Jérôme, Québec",,,,garand_f,Tue Apr 16 10:04:02 +0000 2019,0,0,0,0,FALSE
"@MLGoodacre @skinnybitch_ang @canadiancancer @MelanomaNetwork Well it’s an article by a for profit news outlet giving them some free publicity. My thought would be, one has to pick their battles, and it’s better than an advert for enlargement, E.D. or Sildenafil? 🤔🤣",en,Western Canada,,,,BCTrucker1,Mon Apr 15 23:57:16 +0000 2019,0,1,0,0,FALSE
Voluntary Recall of Aphrodisiac Capsules Due to Presence of Undeclared erectile dysfunction drug called Sildenafil https://t.co/UpwCfdmqY6,en,pamela@medicinematters.ca,,,,MedicineMatters,Mon Apr 15 18:47:29 +0000 2019,1,0,0,0,FALSE
