text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,is_retweet,is_quote_status
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Oakville, ON",,,,tammy_macneil,Fri May 17 02:24:40 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ontario, Canada",,,,kyleharber,Fri May 17 02:17:35 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"St. John's, NL, Canada",,,,TLSoundwave,Fri May 17 02:17:22 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Toronto, ON Canada 🍁",,,,GypsySpirit46,Fri May 17 02:16:18 +0000 2019,0,0,0,1,FALSE
"MEANWHILE vasectomies, prostate exams, erectile dysfunction medication ETC are just 😜😜😜 guy things.",en,"Montréal, Québec",,,,lifewithk_ay,Fri May 17 02:13:13 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Bonnyville, Alberta",,,,JustinDubeau91,Fri May 17 02:08:13 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"British Columbia, Canada",,,,MusicConor,Fri May 17 02:04:42 +0000 2019,0,0,0,1,FALSE
"MEANWHILE vasectomies, prostate exams, erectile dysfunction medication ETC are just 😜😜😜 guy things.",en,Montréal. ,,,,DiscoDad99,Fri May 17 01:59:29 +0000 2019,0,0,1,0,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Toronto,,,,frizico,Fri May 17 01:57:26 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Guelph,,,,postulaterity,Fri May 17 01:49:33 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Montreal, Canada",,,,curlychocho2501,Fri May 17 01:44:34 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ontario, Canada",,,,KerryPetter,Fri May 17 01:37:39 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Canada,,,,tammalee,Fri May 17 01:36:30 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Regina, Saskatchewan",,,,vanessabirrell,Fri May 17 01:35:13 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,St. Lauent and Montreal,,,,steve8282,Fri May 17 01:35:02 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,toronto,,,,daniela_k,Fri May 17 01:34:55 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,St.Thomas Ontario,,,,dilanning,Fri May 17 01:33:02 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,canada ,,,,deee_service,Fri May 17 01:31:11 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Cape Breton, Nova Scotia",,,,CherryCancer,Fri May 17 01:26:16 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Planet Earth,,,,KHappygram,Fri May 17 01:23:05 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,,,,,DarknessRandom,Fri May 17 01:23:02 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Toronto, ON",,,,whoneedssalad,Fri May 17 01:20:59 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Winnipeg, Manitoba",,,,Bueno_No_Bueno,Fri May 17 01:19:42 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Edmonton, Alberta",,,,misskatsuragi,Fri May 17 01:06:23 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Vancouver,,,,jjsmallbridge,Fri May 17 00:59:25 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Treaty 6 Territory / Canada,,,,lizard_breath,Fri May 17 00:57:31 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Victoria, BC, Canada",,,,UniversalLeader,Fri May 17 00:54:04 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Toronto, Ontario",,,,MidniteMadwoman,Fri May 17 00:43:34 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Montreal, QC",,,,jesselinklater,Fri May 17 00:43:22 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Canada,,,,Yeg_peanut,Fri May 17 00:42:28 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Montréal, Canada",,,,tada_amanda,Fri May 17 00:41:41 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,winnipeg,,,,notkirst,Fri May 17 00:38:39 +0000 2019,0,0,0,1,FALSE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Ottawa, Ontario",,,,labellec99,Fri May 17 00:33:42 +0000 2019,0,0,0,1,TRUE
"Chill pill possibly side effects:
gastrointestinal issues, including nausea, constipation and diarrhea, drowsiness, pain and skin reactions, fatigue, weight gain and loss of sexual appetite or erectile dysfunction, abdominal pain, blurred vision, constipation, diarrhea, dizziness",en,"Toronto, ON, Canada",,,,JoelGarSEEYA,Fri May 17 00:31:24 +0000 2019,0,1,0,0,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ottawa, Ontario",,,,beaty_boop,Fri May 17 00:29:10 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ontario, Canada",,,,Lori_Moorehead,Fri May 17 00:22:55 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Canada,,,,abrokenlull,Fri May 17 00:18:15 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Canada,,,,kanchanaf_yeg,Fri May 17 00:15:01 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Thunder Bay, Ontario",,,,daellelynn,Fri May 17 00:14:47 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Montreal,,,,Pissgums,Fri May 17 00:01:29 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Victoria, BC, Canada",,,,notmydog,Thu May 16 23:52:59 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Little Tibet, Tkaronto",,,,ohenieledam,Thu May 16 23:46:07 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,East Coast Canada,,,,jennygerene,Thu May 16 23:45:46 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Toronto,,,,SarRoho,Thu May 16 23:43:01 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"London, Ontario",,,,MikeTuckerman,Thu May 16 23:29:00 +0000 2019,0,0,0,1,FALSE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Ontario, Canada",,,,Marleys_Mom2016,Thu May 16 23:28:42 +0000 2019,0,0,0,1,TRUE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Miami, FL",,,,tweetashorty,Thu May 16 23:23:15 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Vancouver, British Columbia",,,,Miranda_P_Lewis,Thu May 16 23:18:37 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,canada,,,,courtney156,Thu May 16 23:14:35 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Montréal, Québec",,,,lblandford,Thu May 16 23:01:26 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ottawa, Ontario",,,,robyn_crough,Thu May 16 22:59:24 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Comox Valley, British Columbia",,,,JasperBrown4,Thu May 16 22:54:03 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Alberta, Canada",,,,StrawCanary,Thu May 16 22:39:22 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Montreal,,,,SomeRedRose,Thu May 16 22:37:43 +0000 2019,0,0,0,1,FALSE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Toronto, Ontario",,,,AuburnLaneCA,Thu May 16 22:29:53 +0000 2019,0,0,0,1,TRUE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Kamloops, British Columbia",,,,lewzr,Thu May 16 22:27:26 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,,,,,Brentley__,Thu May 16 22:24:58 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Canada,,,,chicabuns,Thu May 16 22:08:42 +0000 2019,0,0,0,1,FALSE
"There are 3 forms of erectile dysfunction treatments available @PollockClinics. One approach involves injecting platelet-rich plasma (PRP), which is a virtually painless process to promote better blood flow to erect­ile tissue &amp; enhance sensitivity https://t.co/pU5r2r1Jdi #ad",en,Vancouver,,,,georgiastraight,Thu May 16 22:05:10 +0000 2019,0,0,1,0,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Toronto,,,,BigNiceJohn,Thu May 16 21:41:25 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Kamloops, British Columbia",,,,JustArcia,Thu May 16 21:37:31 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ponoka, Alberta",,,,ProfoundDemon,Thu May 16 21:29:38 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ontario, Canada",,,,vulgar_wench,Thu May 16 21:00:47 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"British Columbia, Canada",,,,robert_billard,Thu May 16 21:00:17 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Unceded Territory West Coast,,,,TammyChesman,Thu May 16 20:56:07 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Toronto, Ontario",,,,andreabytoronto,Thu May 16 20:38:52 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ottawa, Ontario, Canada",,,,carolineverbs,Thu May 16 20:38:50 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Ottawa, Canada",,,,RamonaCleary,Thu May 16 20:14:14 +0000 2019,0,0,0,1,FALSE
"@jdeim @AndrewScheer by the same token, then, all vasectomies and all erectile dysfunction treatments and meds should not be covered by public or private health programs. if you are limiting funding to reproductive services then it must apply to men and women. no more funding infertility either.",en,Canada,,,,pahl_brighteyes,Thu May 16 20:07:23 +0000 2019,0,0,0,0,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"yow, algonquin territory, 🇨🇦",,,,leeleykeel,Thu May 16 19:57:38 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Toronto, Ontario",,,,kilmosnaps,Thu May 16 19:50:31 +0000 2019,0,0,0,1,FALSE
"@nowthisnews make your law come true : erectile dysfunction = no pregnancy, no abortion
now serve your country",en,Montréal,,,,Klerlab,Thu May 16 19:50:10 +0000 2019,0,0,0,0,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Canada,,,,MY_KINDA_SEX_ED,Thu May 16 19:47:01 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Windsor, Ontario",,,,grishafinnanut,Thu May 16 19:44:26 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Vancouver Island,,,,OgreRay,Thu May 16 19:36:23 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,Canada,,,,aryst0krat,Thu May 16 19:29:48 +0000 2019,0,0,0,1,FALSE
Erectile dysfunction is a part of God's plan to reduce abortions. We must criminalize the use of Viagra immediately to save us and legislate as much flaccidity as possible.,en,"Saskatoon, Saskatchewan",,,,cher_alyn,Thu May 16 19:23:41 +0000 2019,0,0,0,1,FALSE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Oakville, Ontario",,,,andro656,Thu May 16 19:02:34 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Alberta, Canada",,,,jypseywheel,Thu May 16 18:37:59 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"British Columbia, Canada",,,,piperwantsahug,Thu May 16 15:28:41 +0000 2019,0,0,0,1,TRUE
"@magikspecs @pdtugs @nationalpost Sorry, Jay, I meant the analogy with erectile dysfunction.",en,"Ontario, Canada",,,,ProfHorseman,Thu May 16 15:22:21 +0000 2019,0,1,0,0,FALSE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Burnaby, BC, Canada!",,,,BurnabyAnn,Thu May 16 11:14:02 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Edmonton,,,,sisterb42,Thu May 16 10:24:32 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"St. John's, Newfoundland",,,,WeMakeJustice,Thu May 16 09:58:14 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,United States,,,,D4thewin,Thu May 16 06:05:52 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Toronto, ON. Canada",,,,AVLCD4U2GROWITH,Thu May 16 04:47:16 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Oakville, near Toronto",,,,DrJoanVinallCox,Thu May 16 04:10:44 +0000 2019,0,0,0,1,TRUE
"""One of our patients explained this: 'ADD is like having erectile dysfunction of the mind' "" 😂 #ADHD #simile #funny
https://t.co/RclKfXcbn6",en,"Waterloo, Ontario",Canada,CA,"[[[-80.869083, 43.266799], [-80.869083, 43.689689], [-80.187623, 43.689689], [-80.187623, 43.266799]]]",FlamencoPlus,Thu May 16 04:10:28 +0000 2019,0,0,1,0,FALSE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"New Westminster, BC Canada",,,,hiitsmejaime,Thu May 16 03:33:04 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Ontario, Canada",,,,SteeleDanusia,Thu May 16 03:00:34 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Ontario, Canada",,,,Jacala63,Thu May 16 02:52:01 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Canada,,,,fathppyfeminist,Thu May 16 02:42:55 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,White Rock ,,,,Liptionfav,Thu May 16 02:26:57 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Calgary, Alberta",,,,Jacquel38898848,Thu May 16 02:24:01 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Beautiful Vancouver Island, BC",,,,LyndaorLinda,Thu May 16 02:10:12 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Bedford, NS",,,,Peady,Thu May 16 02:01:25 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Canada,,,,whaaf,Thu May 16 01:58:53 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Kitchener/Waterloo, ON",,,,PairMobile,Thu May 16 01:48:11 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,,,,,outdoorsbabe,Thu May 16 01:45:39 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Winnipeg, Manitoba",,,,KristenMckie,Thu May 16 01:25:02 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,"Calgary, Alberta, Canada",,,,jcpollock,Thu May 16 01:16:54 +0000 2019,0,0,0,1,TRUE
@robynjoangraham We are taking erectile dysfunction meds away from men.  Sorry our panel of women decided if it’s broken you don’t get to fix it,en,Calgary,,,,LisaGrahamSACND,Thu May 16 01:00:00 +0000 2019,0,0,0,0,FALSE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Canada,,,,jcmpPernu,Thu May 16 00:52:30 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Canada,,,,JABenson_Author,Thu May 16 00:41:29 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Canada,,,,jeannegodf,Thu May 16 00:35:28 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Toronto Canada,,,,wdilnot,Thu May 16 00:28:41 +0000 2019,0,0,0,1,TRUE
"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade https://t.co/h0l0LaLbgy",en,Canada,,,,kilhassin,Thu May 16 00:27:12 +0000 2019,0,0,0,1,TRUE
